"IDENTIFICACION","SEXO","SALARIO","TIPO_ASEGURAMIENTO","SECTOR","INDICADOR_ACTIVO","INDICADOR.EXTRANJERO","INDICADOR_MOROSO","EDAD"
289,"HOMBRE","336364,94","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",24
290,"HOMBRE","351055","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",51
291,"HOMBRE","345385","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",32
292,"HOMBRE","396805","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",40
293,"MUJER","297045","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",62
294,"HOMBRE","1313852,97","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",52
295,"HOMBRE","328192","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","SI","SI",32
296,"MUJER","478452","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",58
297,"HOMBRE","299647","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",57
298,"HOMBRE","263360,19","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",24
299,"MUJER","2312395","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",61
300,"HOMBRE","300000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",26
301,"HOMBRE","1819599","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",80
302,"HOMBRE","551500","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",34
303,"MUJER","338775,81","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",46
304,"MUJER","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",70
305,"MUJER","1068785","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",63
306,"HOMBRE","2549958,42","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",41
307,"HOMBRE","181084","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",55
308,"HOMBRE","1059381,6","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",28
309,"HOMBRE","343178","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",32
310,"HOMBRE","606620","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",20
311,"HOMBRE","320524,5","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",29
312,"MUJER","1171666,67","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",51
313,"MUJER","113848","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",31
314,"HOMBRE","391476","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",60
315,"MUJER","558250","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",28
316,"HOMBRE","313164","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",56
317,"HOMBRE","433000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",45
318,"HOMBRE","124453,88","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",40
319,"MUJER","382136","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",42
320,"HOMBRE","297046","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",50
321,"HOMBRE","401814,2","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",46
322,"MUJER","1103954","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",60
323,"HOMBRE","207648","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",28
324,"HOMBRE","719752,5","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",39
325,"MUJER","140000","ASALARIADO","SECTOR PRIVADO","SI","SI","SI",49
326,"MUJER","1883093,97","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",34
327,"MUJER","1366089,12","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","SI","NO",73
328,"HOMBRE","298155","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",39
329,"HOMBRE","499999","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",31
330,"HOMBRE","1340908","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",54
331,"HOMBRE","300000","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",28
332,"MUJER","297046","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","SI","NO",27
333,"HOMBRE","304232,9","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",24
334,"HOMBRE","509509","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",35
335,"HOMBRE","1202425","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",40
336,"HOMBRE","591445,27","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",30
337,"MUJER","1953183,27","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",36
338,"MUJER","570798,64","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",26
339,"MUJER","539203","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",29
340,"MUJER","359544,27","CONVENIOS ESPECIALES DE ASEGURADOS VOLUNTARIOS","SECTOR PRIVADO","SI","SI","NO",32
341,"MUJER","516446,5","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",33
342,"MUJER","378355","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",62
343,"HOMBRE","454558,2","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",34
344,"MUJER","403983","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",67
345,"MUJER","1544187,5","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",28
346,"HOMBRE","328196","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","SI","SI",27
347,"HOMBRE","574094,45","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",57
348,"MUJER","1320518,73","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",34
349,"HOMBRE","356455","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",40
350,"HOMBRE","297046","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",42
351,"HOMBRE","505686,39","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",22
352,"MUJER","511789,2","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",29
353,"MUJER","333094,01","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",32
354,"MUJER","419608","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",43
355,"MUJER","297046","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",28
356,"HOMBRE","297046","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",39
357,"HOMBRE","1540950","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","SI","NO",63
358,"MUJER","416150","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",30
359,"HOMBRE","400353","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",30
360,"HOMBRE","323296","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","SI","SI",67
361,"MUJER","159000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",49
362,"MUJER","172428,6","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",27
363,"MUJER","1331904","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",42
364,"HOMBRE","339750","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","SI","NO",30
365,"HOMBRE","445567","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",74
366,"HOMBRE","1076127,41","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",48
367,"HOMBRE","597379,25","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",36
368,"HOMBRE","400000","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",34
369,"HOMBRE","10652","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",42
370,"MUJER","474509,98","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",28
371,"MUJER","3053247,24","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",99
372,"HOMBRE","1233060,23","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",30
373,"MUJER","529014,48","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",29
374,"HOMBRE","297000","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",21
375,"HOMBRE","711457,86","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",44
376,"HOMBRE","765532,1","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",43
377,"MUJER","300018","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",55
378,"HOMBRE","594092","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",53
379,"MUJER","943396,65","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",38
380,"HOMBRE","280000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",33
381,"HOMBRE","1414130,5","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",34
382,"MUJER","300018","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",32
383,"HOMBRE","695508,19","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",36
384,"HOMBRE","343811","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",64
385,"HOMBRE","356858","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",57
386,"MUJER","1314924,86","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",37
387,"HOMBRE","652872,58","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",54
388,"HOMBRE","297045","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",44
389,"HOMBRE","463313,7","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",36
390,"MUJER","144000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",20
391,"HOMBRE","610513","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",34
392,"MUJER","950292","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",38
393,"HOMBRE","798210","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",39
394,"HOMBRE","783125","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",32
395,"HOMBRE","466553,21","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",36
396,"HOMBRE","14290","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",57
397,"HOMBRE","289448","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",52
398,"HOMBRE","323432,7","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",50
399,"MUJER","577151","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",34
400,"HOMBRE","622335,6","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",50
401,"MUJER","205048","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",36
402,"HOMBRE","278030,99","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",52
403,"HOMBRE","425699,65","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",42
404,"HOMBRE","74118,77","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",22
405,"HOMBRE","1063180","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",55
406,"HOMBRE","614527","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",38
407,"HOMBRE","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",42
408,"MUJER","398320","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",62
409,"HOMBRE","302188","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",36
410,"HOMBRE","500000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",22
411,"MUJER","594092","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",55
412,"HOMBRE","639148","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","SI","SI",49
413,"HOMBRE","415861","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","SI","SI",45
414,"HOMBRE","854328,45","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",50
415,"HOMBRE","293000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",38
416,"HOMBRE","213192","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",30
417,"MUJER","5063660","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",40
418,"MUJER","736280","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",33
419,"HOMBRE","200000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",46
420,"HOMBRE","92670","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",22
421,"HOMBRE","492739,1","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",45
422,"HOMBRE","136224,42","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",30
423,"HOMBRE","1189549","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",50
424,"MUJER","339035","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",40
425,"HOMBRE","581850","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",32
426,"HOMBRE","425737","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",52
427,"MUJER","622188","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",31
428,"MUJER","519825","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",52
429,"MUJER","651555","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",39
430,"HOMBRE","432667","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",23
431,"MUJER","575270","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",54
432,"MUJER","297046","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",54
433,"HOMBRE","107146,67","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",34
434,"MUJER","389357","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",51
435,"HOMBRE","408495","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",49
436,"HOMBRE","150222","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",56
437,"MUJER","297046","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","SI","NO",47
438,"HOMBRE","1042254,3","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",41
439,"HOMBRE","685221","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",81
440,"HOMBRE","806740,07","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",23
441,"MUJER","140000","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",39
442,"MUJER","567930","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",74
443,"HOMBRE","539324","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",38
444,"MUJER","105633,33","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",40
445,"HOMBRE","310544","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",58
446,"MUJER","375321,53","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",32
447,"HOMBRE","255660","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",22
448,"MUJER","213862,5","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",32
449,"MUJER","404463","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",38
450,"HOMBRE","5712732","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",37
451,"MUJER","1633023,24","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",31
452,"HOMBRE","269000","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",43
453,"HOMBRE","531666,67","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",29
454,"MUJER","3263393,64","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",39
455,"HOMBRE","404950","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",36
456,"HOMBRE","1549936,32","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",39
457,"MUJER","300018","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",56
458,"MUJER","157790","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",24
459,"HOMBRE","1642037,78","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",80
460,"HOMBRE","335205,06","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",52
461,"MUJER","639148","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","SI","NO",44
462,"HOMBRE","316964,69","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",19
463,"MUJER","525373,54","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",27
464,"MUJER","150000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",42
465,"MUJER","1346033","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",55
466,"MUJER","963278,53","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",57
467,"HOMBRE","2172786,41","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",34
468,"HOMBRE","400000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",35
469,"MUJER","355252,75","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",47
470,"HOMBRE","451135","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",28
471,"MUJER","1554200","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",55
472,"MUJER","300000","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",41
473,"HOMBRE","229799,17","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",34
474,"HOMBRE","202270","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",27
475,"HOMBRE","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",43
476,"HOMBRE","298195","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",40
477,"HOMBRE","297050","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",48
478,"HOMBRE","5189999,8","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",49
479,"HOMBRE","3309108","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",47
480,"HOMBRE","575846","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","SI","SI",46
481,"HOMBRE","458557","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",49
482,"HOMBRE","449214","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",47
483,"HOMBRE","957595","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",30
484,"HOMBRE","667314","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",40
485,"MUJER","297046","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",49
486,"MUJER","1476678","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",54
487,"HOMBRE","1708336,5","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",25
488,"HOMBRE","294619","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",46
489,"MUJER","480000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",26
490,"HOMBRE","131000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",53
491,"HOMBRE","2034486","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",36
492,"HOMBRE","450886","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",42
493,"HOMBRE","911309","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",51
494,"HOMBRE","297046","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","SI","NO",36
495,"MUJER","570322,28","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",43
496,"HOMBRE","398239,35","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",20
497,"HOMBRE","525200","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",32
498,"MUJER","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",47
499,"HOMBRE","447826","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",56
500,"MUJER","600000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",37
501,"HOMBRE","461711","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","SI","SI",40
502,"HOMBRE","482134","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",69
503,"MUJER","355157","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",40
504,"HOMBRE","2029285,16","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",38
505,"HOMBRE","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",54
506,"HOMBRE","104180,5","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",28
507,"MUJER","450000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",54
508,"MUJER","300018","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",55
509,"HOMBRE","562770,45","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",36
510,"MUJER","571789","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",30
511,"HOMBRE","896977","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",53
512,"MUJER","220000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",19
513,"HOMBRE","447772","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",41
514,"HOMBRE","297046","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",39
515,"HOMBRE","319574,4","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",52
516,"HOMBRE","343390,86","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",64
517,"MUJER","184342,85","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",28
518,"HOMBRE","699800","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",26
519,"MUJER","177298,8","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",33
520,"HOMBRE","1599143,96","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",31
521,"HOMBRE","556296,12","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",63
522,"MUJER","206538","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",56
523,"HOMBRE","436481","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",51
524,"HOMBRE","318445","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",47
525,"MUJER","280000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",27
526,"MUJER","250070,75","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",54
527,"HOMBRE","1214203","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",36
528,"HOMBRE","430371","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",34
529,"HOMBRE","558244,5","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",51
530,"MUJER","304913","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",45
531,"HOMBRE","1736277","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",42
532,"MUJER","934810,14","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",44
533,"MUJER","319303","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","SI","SI",42
534,"MUJER","629752","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",35
535,"HOMBRE","10700","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",22
536,"HOMBRE","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",56
537,"HOMBRE","1555300,2","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",51
538,"HOMBRE","812000","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",30
539,"HOMBRE","563607","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","SI","SI",53
540,"HOMBRE","175000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",29
541,"HOMBRE","403293","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","SI","NO",29
542,"HOMBRE","1523795,76","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",61
543,"HOMBRE","997036","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",63
544,"HOMBRE","532934,25","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",36
545,"HOMBRE","877312,5","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",29
546,"HOMBRE","1738706","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",50
547,"HOMBRE","487592,14","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",69
548,"MUJER","772981,75","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",37
549,"MUJER","297046","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",43
550,"HOMBRE","1769790","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",25
551,"MUJER","561272,5","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",52
552,"HOMBRE","1088603,02","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",38
553,"HOMBRE","1024300,76","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",38
554,"HOMBRE","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",30
555,"MUJER","426667","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",25
556,"HOMBRE","523027","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",33
557,"HOMBRE","358433","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",42
558,"MUJER","290307,3","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",25
559,"HOMBRE","475208","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",41
560,"HOMBRE","385702","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",32
561,"HOMBRE","297046","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",61
562,"MUJER","344000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",26
563,"MUJER","1302556,5","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",41
564,"MUJER","939461,54","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",25
565,"HOMBRE","402139,4","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",39
566,"HOMBRE","387763","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",53
567,"HOMBRE","370000","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",45
568,"MUJER","444333,33","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",23
569,"HOMBRE","179344","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",29
570,"MUJER","289448","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",52
571,"HOMBRE","588210","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",35
572,"HOMBRE","336000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",53
573,"HOMBRE","452192,8","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",49
574,"HOMBRE","360000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",36
575,"MUJER","3033354,29","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",27
576,"MUJER","1176797,18","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",60
